cc,effective_year,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
LBR,2023,Sub-Saharan Africa,SSA,Liberia,LBR,2019,national,,,,consumption,,,2.122,0.2961,0.0817,0.0323,0.1066,3.7053,2.9534,,,,,,,,,,,,,,,47.996,4985289,644.1621,,TRUE,micro,extrapolation
LBY,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,2023,Latin America & Caribbean,LAC,St. Lucia,LCA,2019,national,,,,income,,,2.142,0.0475,0.0266,0.019,0.0331,20.9339,13.6152,,,,,,,,,,,,,,,2.0792,178583,11060.6889,,TRUE,micro,extrapolation
LIE,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,2023,South Asia,SAS,Sri Lanka,LKA,2019,national,,,,consumption,,,2.485,0.0212,0.003,7e-04,0.0034,9.2485,6.913,,,,,,,,,,,,,,,55.5009,21803000,4458.4344,2776.5782,FALSE,micro,survey
LSO,2023,Sub-Saharan Africa,SSA,Lesotho,LSO,2019,national,,,,consumption,,,2.036,0.3173,0.1141,0.0562,0.1652,4.4442,3.0987,,,,,,,,,,,,,,,5.244,2225702,1040.2187,835.9343,TRUE,micro,extrapolation
LTU,2023,Europe & Central Asia,ECA,Lithuania,LTU,2019,national,,,,income,,,2.044,0.0053,0.0034,0.0029,0.0027,38.3872,30.7122,,,,,,,,,,,,,,,0.4884,2794137,17249.7184,10639.5826,FALSE,micro,survey
LUX,2023,Other High Income Countries,OHI,Luxembourg,LUX,2019,national,,,,income,,,2.205,0.001,9e-04,8e-04,0.0014,84.4537,69.4506,,,,,,,,,,,,,,,0.9658,620001,106729.0249,35225.8554,FALSE,micro,survey
LVA,2023,Europe & Central Asia,ECA,Latvia,LVA,2019,national,,,,income,,,1.886,0.0024,0.0017,0.0014,0.0026,32.9305,26.9349,,,,,,,,,,,,,,,0.5538,1913822,16069.8404,9342.1888,FALSE,micro,survey
MAC,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAF,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,2023,Middle East & North Africa,MNA,Morocco,MAR,2019,national,,,,consumption,,,2.11,0.0091,0.0016,5e-04,0.0019,11.3877,8.3125,,,,,,,,,,,,,,,4.2908,36304408,3355.613,1955.6167,TRUE,micro,extrapolation
MCO,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,2023,Europe & Central Asia,ECA,Moldova,MDA,2019,national,,,,consumption,,,1.939,0,0,0,0,12.1181,10.5156,,,,,,,,,,,,,,,6.3825,2664224,3439.1296,2976.7248,FALSE,micro,survey
MDG,2023,Sub-Saharan Africa,SSA,Madagascar,MDG,2019,national,,,,consumption,,,2.122,0.7829,0.3977,0.2401,0.6485,1.6895,1.1883,,,,,,,,,,,,,,,962.9596,27533134,478.927,337.9674,TRUE,micro,extrapolation
MDV,2023,South Asia,SAS,Maldives,MDV,2019,national,,,,consumption,,,2.031,0,0,0,0,22.6101,19.1262,,,,,,,,,,,,,,,9.7936,504508,10753.1213,4936.2987,TRUE,micro,interpolation
MEX,2023,Latin America & Caribbean,LAC,Mexico,MEX,2019,national,,,,income,,,2.098,0.0253,0.0076,0.0036,0.0098,14.6424,9.85,,,,,,,,,,,,,,,9.8615,125085311,10013.7243,6747.1179,TRUE,micro,interpolation
MHL,2023,East Asia & Pacific,EAP,Marshall Islands,MHL,2019,national,,,,consumption,,,2.219,0.0085,0.0021,6e-04,0.0025,11.5648,9.1904,,,,,,,,,,,,,,,1.0292,44728,4998.7496,3838.3371,TRUE,micro,extrapolation
MKD,2023,Europe & Central Asia,ECA,North Macedonia,MKD,2019,national,,,,income,,,1.94,0.0251,0.0092,0.0047,0.0135,14.9491,13.4756,,,,,,,,,,,,,,,22.1667,2076694,5386.2027,3806.5464,FALSE,micro,survey
MLI,2023,Sub-Saharan Africa,SSA,Mali,MLI,2019,national,,,,consumption,,,2.172,0.1527,0.0307,0.0097,0.0375,4.9586,3.7931,,,,,,,,,,,,,,,205.2734,20567424,779.3266,584.8007,TRUE,micro,extrapolation
MLT,2023,Other High Income Countries,OHI,Malta,MLT,2019,national,,,,income,,,2.042,0.003,0.0013,0.001,0.0049,54.5495,45.7108,,,,,,,,,,,,,,,0.6281,504062,28660.0277,13408.6061,FALSE,micro,survey
MMR,2023,East Asia & Pacific,EAP,Myanmar,MMR,2019,national,,,,consumption,,,2.437,0.0221,0.0036,9e-04,0.0042,7.3097,6.0783,,,,,,,,,,,,,,,389.8429,53040212,1587.4042,,TRUE,micro,extrapolation
MNE,2023,Europe & Central Asia,ECA,Montenegro,MNE,2019,national,,,,income,,,1.884,0.0206,0.0081,0.0049,0.013,17.4967,15.0708,,,,,,,,,,,,,,,0.4187,622028,7684.1804,6091.2408,TRUE,micro,extrapolation
MNG,2023,East Asia & Pacific,EAP,Mongolia,MNG,2019,national,,,,consumption,,,2.117,0.0054,7e-04,2e-04,8e-04,10.2167,8.3899,,,,,,,,,,,,,,,873.542,3232430,4385.1117,2792.8122,TRUE,micro,extrapolation
MNP,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,2023,Sub-Saharan Africa,SSA,Mozambique,MOZ,2019,national,,,,consumption,,,2.083,0.6996,0.3368,0.201,0.556,2.3134,1.3992,,,,,,,,,,,,,,,21.988,30285595,600.4034,394.9344,TRUE,micro,interpolation
MRT,2023,Sub-Saharan Africa,SSA,Mauritania,MRT,2019,national,,,,consumption,,,2.104,0.0487,0.0107,0.0037,0.0134,6.9164,5.813,,,,,,,,,,,,,,,124.4526,4383849,1670.0288,1026.8215,TRUE,micro,extrapolation
MUS,2023,Sub-Saharan Africa,SSA,Mauritius,MUS,2019,national,,,,consumption,,,2.278,0.0012,1e-04,0,2e-04,17.6519,13.6099,,,,,,,,,,,,,,,18.0094,1265985,10956.945,7788.2697,TRUE,micro,extrapolation
MWI,2023,Sub-Saharan Africa,SSA,Malawi,MWI,2019,national,,,,consumption,,,2.216,0.7062,0.2978,0.1559,0.4384,2.138,1.5627,,,,,,,,,,,,,,,241.9305,18867337,573.4001,,TRUE,micro,interpolation
MYS,2023,East Asia & Pacific,EAP,Malaysia,MYS,2019,national,,,,income,,,2.002,1e-04,0,7.4226e-06,0,33.9062,25.0265,,,,,,,,,,,,,,,1.7269,32804020,11114.5427,6523.1009,TRUE,micro,extrapolation
NAM,2023,Sub-Saharan Africa,SSA,Namibia,NAM,2019,national,,,,consumption,,,1.924,0.1464,0.0506,0.024,0.0713,10.8385,5.2862,,,,,,,,,,,,,,,6.8983,2446644,4596.6196,3427.6467,TRUE,micro,extrapolation
NCL,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,2023,Sub-Saharan Africa,SSA,Niger,NER,2019,national,,,,consumption,,,2.212,0.5214,0.1625,0.0681,0.2162,2.876,2.1495,,,,,,,,,,,,,,,245.1597,23443393,520.9194,366.3839,TRUE,micro,extrapolation
NGA,2023,Sub-Saharan Africa,SSA,Nigeria,NGA,2019,national,,,,consumption,,,1.798,0.2156,0.0559,0.021,0.0719,3.6535,2.9513,,,,,,,,,,,,,,,123.6724,203304492,2505.4627,1853.4945,TRUE,micro,extrapolation
NIC,2023,Latin America & Caribbean,LAC,Nicaragua,NIC,2019,national,,,,income,,,1.921,0.0251,0.0058,0.0022,0.0075,11.6882,8.0556,,,,,,,,,,,,,,,11.5284,6663924,1965.2779,1373.0625,TRUE,micro,extrapolation
NLD,2023,Other High Income Countries,OHI,Netherlands,NLD,2019,national,,,,income,,,2.125,0.001,3e-04,2e-04,6e-04,62.7148,54.417,,,,,,,,,,,,,,,0.8495,17344874,48443.7321,21162.6537,FALSE,micro,survey
NOR,2023,Other High Income Countries,OHI,Norway,NOR,2019,national,,,,income,,,2.067,0.0016,0.0014,0.0013,0.0041,74.0588,65.2839,,,,,,,,,,,,,,,10.7428,5347896,76712.2871,33268.0796,FALSE,micro,survey
NPL,2023,South Asia,SAS,Nepal,NPL,2019,national,,,,consumption,,,1.916,0.0199,0.0033,9e-04,0.0039,6.6629,5.3887,,,,,,,,,,,,,,,30.5129,28832496,1041.4296,857.9172,TRUE,micro,extrapolation
NRU,2023,East Asia & Pacific,EAP,Nauru,NRU,2019,national,,,,consumption,,,2.121,0.0081,8e-04,1e-04,8e-04,7.6747,6.1818,,,,,,,,,,,,,,,1.3761,12132,8365.0554,,TRUE,micro,extrapolation
NZL,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,2023,South Asia,SAS,Pakistan,PAK,2019,national,,,,consumption,,,1.986,0.0301,0.0035,7e-04,0.0039,4.9658,4.0653,,,,,,,,,,,,,,,33.2507,223293280,1431.2744,1230.482,TRUE,micro,extrapolation
PAN,2023,Latin America & Caribbean,LAC,Panama,PAN,2019,national,,,,income,,,2.033,0.0086,0.0033,0.0019,0.0036,33.496,21.8541,,,,,,,,,,,,,,,0.5081,4232532,15166.8809,,FALSE,micro,survey
PER,2023,Latin America & Caribbean,LAC,Peru,PER,2019,national,,,,income,,,2.122,0.0289,0.0075,0.003,0.0101,13.7971,10.4066,,,,,,,,,,,,,,,1.8936,32824861,6550.4475,4311.3532,FALSE,micro,survey
PHL,2023,East Asia & Pacific,EAP,Philippines,PHL,2019,national,,,,consumption,,,2.093,0.0404,0.0068,0.0018,0.008,7.2445,5.4586,,,,,,,,,,,,,,,19.3925,110380804,3589.6136,2557.7651,TRUE,micro,interpolation
PLW,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,2023,East Asia & Pacific,EAP,Papua New Guinea,PNG,2019,national,,,,consumption,,,2.812,0.4295,0.1725,0.0926,0.2609,4.2632,3.2157,,,,,,,,,,,,,,,2.6999,9542486,2590.4942,,TRUE,micro,extrapolation
POL,2023,Europe & Central Asia,ECA,Poland,POL,2019,national,,,,consumption,,,2.001,0,0,0,0,20.4993,17.2409,,,,,,,,,,,,,,,1.8423,37965475,15053.2394,8818.639,FALSE,micro,survey
PRI,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,2023,Other High Income Countries,OHI,Portugal,PRT,2019,national,,,,income,,,2.068,0.0015,6e-04,3e-04,8e-04,35.2619,29.4276,,,,,,,,,,,,,,,0.6574,10286263,21617.4116,14100.0951,FALSE,micro,survey
PRY,2023,Latin America & Caribbean,LAC,Paraguay,PRY,2019,national,,,,income,,,2.079,0.0095,0.0016,5e-04,0.002,19.46,13.3391,,,,,,,,,,,,,,,2539.9849,6530026,6229.212,4079.9709,FALSE,micro,survey
PSE,2023,Middle East & North Africa,MNA,West Bank and Gaza,PSE,2019,national,,,,consumption,,,2.055,0.0032,4e-04,1e-04,5e-04,13.7295,11.3416,,,,,,,,,,,,,,,2.0663,4685306,3378.4346,3015.0645,TRUE,micro,extrapolation
PYF,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,2023,Europe & Central Asia,ECA,Romania,ROU,2019,national,,,,income,,,1.882,0.0169,0.0059,0.0038,0.0048,21.4669,19.0276,,,,,,,,,,,,,,,1.805,19371648,11252.8866,7546.5131,FALSE,micro,survey
RUS,2023,Europe & Central Asia,ECA,Russian Federation,RUS,2019,national,,,,consumption,,,2.054,2e-04,0,3.3182e-06,0,23.7168,17.9012,,,,,,,,,,,,,,,25.2183,144406261,9958.4697,5348.7827,FALSE,micro,survey
RWA,2023,Sub-Saharan Africa,SSA,Rwanda,RWA,2019,national,,,,consumption,,,1.926,0.3693,0.1126,0.048,0.1514,3.5058,2.3553,,,,,,,,,,,,,,,293.705,12835028,871.1099,652.0701,TRUE,micro,extrapolation
SAU,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDN,2023,Sub-Saharan Africa,SSA,Sudan,SDN,2019,national,,,,consumption,,,2.963,0.4549,0.137,0.0573,0.1834,3.9489,3.1683,,,,,,,,,,,,,,,6.464,43232093,1950.0316,1744.1969,TRUE,micro,extrapolation
SEN,2023,Sub-Saharan Africa,SSA,Senegal,SEN,2019,national,,,,consumption,,,2.082,0.0783,0.0148,0.0046,0.0181,6.0358,4.4737,,,,,,,,,,,,,,,238.5777,16000781,1409.9708,968.9019,TRUE,micro,extrapolation
SGP,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,2023,East Asia & Pacific,EAP,Solomon Islands,SLB,2019,national,,,,consumption,,,2.785,0.3956,0.125,0.0548,0.1703,4.1749,3.2197,,,,,,,,,,,,,,,7.7144,674993,2203.9834,1397.6562,TRUE,micro,extrapolation
SLE,2023,Sub-Saharan Africa,SSA,Sierra Leone,SLE,2019,national,,,,consumption,,,1.569,0.0853,0.015,0.0041,0.0176,3.9958,3.043,,,,,,,,,,,,,,,2128.5188,8046828,634.9856,554.1641,TRUE,micro,extrapolation
SLV,2023,Latin America & Caribbean,LAC,El Salvador,SLV,2019,national,,,,income,,,1.948,0.0104,0.0019,5e-04,0.0022,12.9517,9.8868,,,,,,,,,,,,,,,0.515,6280217,4105.6462,3394.1369,FALSE,micro,survey
SMR,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,2023,Europe & Central Asia,ECA,Serbia,SRB,2019,national,,,,consumption,,,1.871,0,0,0,0,15.2907,13.1989,,,,,,,,,,,,,,,47.9923,6945235,6567.9081,4573.373,FALSE,micro,survey
SSD,2023,Sub-Saharan Africa,SSA,South Sudan,SSD,2019,national,,,,consumption,,,2.327,0.7478,0.3908,0.2456,0.6691,1.9082,1.3498,,,,,,,,,,,,,,,34.92,10447666,787.1836,,TRUE,imputed,extrapolation
STP,2023,Sub-Saharan Africa,SSA,Sao Tome and Principe,STP,2019,national,,,,consumption,,,2.217,0.1615,0.0399,0.0155,0.0523,5.5713,4.0826,,,,,,,,,,,,,,,11.4289,214599,1676.3963,,TRUE,micro,extrapolation
SUR,2023,Latin America & Caribbean,LAC,Suriname,SUR,2019,urban,,,,income,,,2.582,0.1712,0.1321,0.1218,0.0507,18.836,11.718,,,,,,,,,,,,,,,2.9343,396769,8756.1552,,TRUE,micro,extrapolation
SVK,2023,Europe & Central Asia,ECA,Slovak Republic,SVK,2019,national,,,,income,,,1.978,0.001,2e-04,1e-04,2e-04,26.0436,24.7624,,,,,,,,,,,,,,,0.5793,5454147,18240.7209,10191.2609,FALSE,micro,survey
SVN,2023,Europe & Central Asia,ECA,Slovenia,SVN,2019,national,,,,income,,,1.927,0,0,0,0,43.4498,39.5008,,,,,,,,,,,,,,,0.6389,2088385,24125.392,12934.2198,FALSE,micro,survey
SWE,2023,Other High Income Countries,OHI,Sweden,SWE,2019,national,,,,income,,,2.15,0.0032,0.0024,0.0022,0.0029,57.7012,50.5687,,,,,,,,,,,,,,,9.2232,10278887,53490.3518,24363.0692,FALSE,micro,survey
SWZ,2023,Sub-Saharan Africa,SSA,Eswatini,SWZ,2019,national,,,,consumption,,,2.033,0.3085,0.1057,0.0496,0.1482,5.8893,3.0885,,,,,,,,,,,,,,,6.1177,1169613,3766.063,2385.8188,TRUE,micro,extrapolation
SXM,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,2023,Sub-Saharan Africa,SSA,Seychelles,SYC,2019,national,,,,income,,,2.032,0.004,8e-04,2e-04,9e-04,23.0576,20.2043,,,,,,,,,,,,,,,9.0271,97625,16747.3433,5783.1309,TRUE,micro,extrapolation
SYR,2023,Middle East & North Africa,MNA,Syrian Arab Republic,SYR,2019,national,,,,consumption,,,5.123,0.9489,0.6206,0.4405,1.1432,2.0963,1.5672,,,,,,,,,,,,,,,151.7781,20098251,781.3912,421.7236,TRUE,micro,extrapolation
TCA,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD,2023,Sub-Saharan Africa,SSA,Chad,TCD,2019,national,,,,consumption,,,2.247,0.3346,0.0946,0.0374,0.1236,3.8111,2.878,,,,,,,,,,,,,,,237.6564,16126866,652.7032,486.454,TRUE,micro,extrapolation
TGO,2023,Sub-Saharan Africa,SSA,Togo,TGO,2019,national,,,,consumption,,,2.359,0.3192,0.1017,0.0444,0.1381,4.6098,3.2489,,,,,,,,,,,,,,,246.5965,8243094,837.4929,631.6452,TRUE,micro,extrapolation
THA,2023,East Asia & Pacific,EAP,Thailand,THA,2019,national,,,,consumption,,,1.993,8e-04,2e-04,1e-04,2e-04,16.0433,12.5394,,,,,,,,,,,,,,,13.2873,71307763,6453.8941,3331.8166,FALSE,micro,survey
TJK,2023,Europe & Central Asia,ECA,Tajikistan,TJK,2019,national,,,,consumption,,,1.898,0.0235,0.0052,0.0019,0.0067,7.6947,6.2975,,,,,,,,,,,,,,,2.5948,9337003,1172.0791,815.9631,TRUE,micro,extrapolation
TKM,2023,Europe & Central Asia,ECA,Turkmenistan,TKM,2019,national,,,,consumption,,,2.164,0.012,0.0022,6e-04,0.0026,13.0405,9.3815,,,,,,,,,,,,,,,1.663,6158420,7422.3625,,TRUE,micro,extrapolation
TLS,2023,East Asia & Pacific,EAP,Timor-Leste,TLS,2019,national,,,,consumption,,,3.537,0.6433,0.2015,0.0835,0.2662,3.5563,3.0072,,,,,,,,,,,,,,,0.5748,1280438,1530.8111,823.769,TRUE,micro,extrapolation
TON,2023,East Asia & Pacific,EAP,Tonga,TON,2019,national,,,,consumption,,,1.986,0.0104,0.0023,5e-04,0.0026,8.9147,7.3962,,,,,,,,,,,,,,,1.7136,104951,4633.061,4508.321,TRUE,micro,extrapolation
TTO,2023,Latin America & Caribbean,LAC,Trinidad and Tobago,TTO,2019,national,,,,income,,,2.313,0.0025,0.0012,0.0012,3e-04,30.4953,23.4559,,,,,,,,,,,,,,,4.6616,1519955,15576.4346,,TRUE,group,extrapolation
TUN,2023,Middle East & North Africa,MNA,Tunisia,TUN,2019,national,,,,consumption,,,2.155,8e-04,1e-04,0,1e-04,14.575,12.0356,,,,,,,,,,,,,,,0.7423,12049314,4094.8806,2992.3983,TRUE,micro,extrapolation
TUR,2023,Europe & Central Asia,ECA,Turkiye,TUR,2019,national,,,,consumption,,,1.507,3e-04,0,5.7237e-06,0,22.2029,16.1847,,,,,,,,,,,,,,,1.6467,83481684,11935.3879,6972.1131,FALSE,micro,survey
TUV,2023,East Asia & Pacific,EAP,Tuvalu,TUV,2019,national,,,,consumption,,,2.144,0.0014,1e-04,0,2e-04,12.1256,9.0826,,,,,,,,,,,,,,,1.251,10956,4197.2392,,TRUE,micro,extrapolation
TZA,2023,Sub-Saharan Africa,SSA,Tanzania,TZA,2019,national,,,,consumption,,,2.132,0.4256,0.125,0.0505,0.1642,3.3884,2.397,,,,,,,,,,,,,,,754.6215,59872579,1038.7363,601.2591,TRUE,micro,extrapolation
UGA,2023,Sub-Saharan Africa,SSA,Uganda,UGA,2019,national,,,,consumption,,,2.07,0.3944,0.1236,0.054,0.1686,3.556,2.487,,,,,,,,,,,,,,,1221.0876,42949080,920.0716,679.3153,TRUE,micro,interpolation
UKR,2023,Europe & Central Asia,ECA,Ukraine,UKR,2019,national,,,,consumption,,,2.127,0,0,0,0,14.9213,13.1278,,,,,,,,,,,,,,,7.0057,44386203,2425.635,1997.7584,FALSE,micro,survey
URY,2023,Latin America & Caribbean,LAC,Uruguay,URY,2019,national,,,,income,,,2.091,0.001,4e-04,3e-04,4e-04,28.7793,21.998,,,,,,,,,,,,,,,24.8543,3428409,17563.2082,,FALSE,micro,survey
USA,2023,Other High Income Countries,OHI,United States,USA,2019,national,,,,income,,,2.012,0.01,0.0077,0.0069,0.0248,85.8747,64.7308,,,,,,,,,,,,,,,1,328329953,60698.0113,41117.6343,FALSE,micro,survey
UZB,2023,Europe & Central Asia,ECA,Uzbekistan,UZB,2019,national,,,,consumption,,,1.783,0.1768,0.0478,0.0194,0.063,3.6721,2.8908,,,,,,,,,,,,,,,1521.4752,33580350,3185.3346,2128.7367,TRUE,micro,extrapolation
VCT,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGB,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,2023,East Asia & Pacific,EAP,Vietnam,VNM,2019,national,,,,consumption,,,1.952,0.0049,0.001,3e-04,0.0012,14.7025,11.7817,,,,,,,,,,,,,,,7807.6123,95776716,3288.3531,1935.0125,TRUE,micro,interpolation
VUT,2023,East Asia & Pacific,EAP,Vanuatu,VUT,2019,national,,,,consumption,,,2.441,0.1443,0.0337,0.0124,0.043,5.5141,4.735,,,,,,,,,,,,,,,117.3665,304404,2838.9883,1820.4999,TRUE,micro,interpolation
WSM,2023,East Asia & Pacific,EAP,Samoa,WSM,2019,national,,,,consumption,,,1.932,0.002,5e-04,2e-04,6e-04,11.1628,8.2884,,,,,,,,,,,,,,,1.8513,211905,4322.4413,2968.6638,TRUE,micro,extrapolation
YEM,2023,Middle East & North Africa,MNA,"Yemen, Rep.",YEM,2019,national,,,,consumption,,,2.508,0.677,0.2653,0.1321,0.381,2.499,1.9128,,,,,,,,,,,,,,,255.6836,31546691,1182.5071,,TRUE,micro,extrapolation
ZAF,2023,Sub-Saharan Africa,SSA,South Africa,ZAF,2019,national,,,,consumption,,,2.185,0.2111,0.0715,0.034,0.1013,11.8975,4.7353,,,,,,,,,,,,,,,6.5494,58087055,6189.2892,4046.2205,TRUE,micro,extrapolation
ZMB,2023,Sub-Saharan Africa,SSA,Zambia,ZMB,2019,national,,,,consumption,,,2.177,0.6116,0.3219,0.2062,0.5586,2.9806,1.6115,,,,,,,,,,,,,,,4.2238,18380477,1310.6222,,TRUE,micro,extrapolation
ZWE,2023,Sub-Saharan Africa,SSA,Zimbabwe,ZWE,2019,national,,,,consumption,,,2.089,0.383,0.1275,0.0568,0.1738,4.5002,2.6533,,,,,,,,,,,,,,,0.485,15354608,1342.9896,990.4512,FALSE,imputed,survey
